"region","city","ts_type","post_type","steal_date","ts_brand","ts_model","reg_id","ts_year_prod","engine_id","body_id","frame_id","vin","colour","steal_place"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","16.12.2008","ГАЗ"," "," ","0"," "," "," "," ","другие цвета","пр.Ветеранов"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","17.12.2008","Mercedes","sprinter","у501рм98","2002"," "," "," "," ","другие цвета","большевиков 25"
"Самарская обл.","Самара","Автомобиль","угнали","18.12.2008","ВАЗ","ПРИОРА","О095ТВ","2008"," "," "," "," ","другие цвета"," "
"Москва и Московская обл.","Москва","Автомобиль","угнали","16.12.2008","ВАЗ","приора хэтчбэк"," ","2008"," "," "," "," ","другие цвета","большая почтовая"
"Иркутская обл.","Иркутск","Автомобиль","угнали","17.12.2008","Toyota","Fielder","У698СА","2001"," ","ZZE123-0006845"," "," ","другие цвета","Г. Иркутск, ул. Советская 111, Боулинг Космодром"
"Ставропольский край","Новоалександровск","Автомобиль","угнали","15.12.2008","ВАЗ","21144","т673ое26","2007","4610912","4406741"," ","ХТА21144074406741","другие цвета","г. Ставрополь, ул. Объездная, 19 б"
"Новосибирская обл.","Новосибирск","Автомобиль","угнали","01.09.2007","Toyota","CAMRI","О 380 НХ 5","2001","5S 1085860","SXV20-0588705"," ","нет","другие цвета"," "
"Москва и Московская обл.","Подольск","Автомобиль","угнали","15.12.2008","ВАЗ","21102"," ","2004"," "," "," "," ","другие цвета"," "
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","17.12.2008","ВАЗ","2114"," ","0"," "," "," "," ","другие цвета"," "
"Москва и Московская обл.","Москва","Автомобиль","угнали","11.09.2007","Toyota","авенсис","х781нт","2003"," "," "," "," ","другие цвета","Ясенево"
"Ставропольский край","Пятигорск","Автомобиль","угнали","17.12.2008","ВАЗ","Приора","м311ес26","2008"," "," "," "," ","другие цвета","Автовокзал"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","18.01.2008","Mazda","микроовтобус","р900вс","1996"," "," "," "," ","другие цвета","около дома"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","15.12.2008","Mitsubishi","Lancer","Т613НР98","2006"," "," "," "," ","другие цвета","Приморский район"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","18.05.2006","Subaru","Outback","К887СС98","2006","EJ25 C698593","JF1BP9LLA6G051366"," ","JF1BP9LLA6G051366","другие цвета","СПб, ул.Савушкина 133"
"Москва и Московская обл.","Москва","Автомобиль","угнали","15.04.2005","ВАЗ","ваз - 21213","АА3254тран","1998","4291865","1371897"," ","XTA212130W1371897","другие цвета","Москва Братеево"
"Москва и Московская обл.","Москва","Автомобиль","угнали","17.12.2008","Skoda","октавиа"," ","1998"," "," "," "," ","другие цвета","островитянова 41 к.2"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","19.12.2008","Mitsubishi","Outlander","с933ор47","2007"," "," "," "," ","другие цвета"," "
"Москва и Московская обл.","Москва","Автомобиль","угнали","22.12.2008","Mazda","6","с918нк199","2006","LF155144","JMZ6614F771679109"," ","JMZ6614F771679109","другие цвета","Москва ул.Володцкой преулок дом 7 корпус 1"
"Москва и Московская обл.","Москва","Автомобиль","угнали","11.09.2008","Toyota","AURIS","A915АР199","2007"," "," "," "," ","другие цвета","Нахимовский пр-т, д. 46"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","20.10.2008","ВАЗ","21140","Т 755 ОЕ98","2006"," "," "," "," ","другие цвета","г.СПб, ул подвойского 14"
"Приморский край","Владивосток","Автомобиль","угнали","22.12.2008","Honda","CR-V","транзиты","2001","К20А-4010925","RD5-1008817"," "," ","другие цвета","ул.Постышева д.3 напротив казино ""Мираж"""
"Москва и Московская обл.","Москва","Автомобиль","угнали","06.12.2008","Volkswagen","гольф","без номера","2000"," "," "," "," ","другие цвета","от ул.Инессы Арманд."
"Свердловская обл.","Екатеринбург","Автомобиль","угнали","22.12.2008","BMW","525xi"," ","2006"," "," "," "," ","другие цвета","ул.Репина"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","23.12.2008","Mitsubishi","Outlander XL","Р140ХЕ98","2008"," "," "," ","02530(ПОСЛЕДНИЕ 5 ЦИФР ВИНА)","другие цвета","Улица Замшина"
"Москва и Московская обл.","Москва","Автомобиль","угнали","22.12.2008","Skoda","Октавия","Е462ЕО199","1999"," "," "," "," ","другие цвета","пр-т Вернадского, 89"
"Москва и Московская обл.","Москва","Автомобиль","угнали","06.12.2008","ВАЗ","ПРИОРА","без номера","2008"," "," "," "," ","другие цвета","большая почтовая"
"Самарская обл.","Самара","Автомобиль","угнали","24.12.2008","ВАЗ","11193 Калина","В874ЕС163","2006"," "," "," "," ","другие цвета","Самара"
"Новосибирская обл.","Новосибирск","Автомобиль","угнали","17.12.2008","Subaru","FORESTR","Е654УХ 54","1998","EJ20-175108","SF5-043815"," ","отсутствует","другие цвета"," "
